date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:59:55	177908/177908	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/icon-themify.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/icon-themify.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:56	166238/166238	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/icon-weather.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/icon-weather.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:56	168021/168021	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/icon-simple-lineicon.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/icon-simple-lineicon.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:57	161279/161279	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/icon-flag.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/icon-flag.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:57	135759/135759	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/timeline-center.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/timeline-center.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:58	143920/143920	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/timeline-horizontal.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/timeline-horizontal.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:58	135774/135774	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/timeline-left.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/timeline-left.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:59	135670/135670	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2021:54:12%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/timeline-right.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/timeline-right.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:59	3080/3080	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Jul%202018%2023:52:00%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/email-templete-alert.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/email-templete-alert.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
23:59:59	2682/2682	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Jul%202018%2023:52:00%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/email-templete-basic.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/email-templete-basic.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:00	5891/5891	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Jul%202018%2023:52:00%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/email-templete-billing.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/email-templete-billing.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:00	3441/3441	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Jul%202018%2023:52:00%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/email-templete-password-reset.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/email-templete-password-reset.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:00	4185/4185	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2020:27:28%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/error-400.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/error-400.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:00	4194/4194	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2020:27:28%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/error-403.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/error-403.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:01	4199/4199	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2020:27:28%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/error-404.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/error-404.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:01	4188/4188	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2020:27:28%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/error-500.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/error-500.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:01	4204/4204	---M-Z	200	added ('OK')	text/html	date:Wed,%2025%20Jul%202018%2020:27:28%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/error-503.html	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/html/rtl/error-503.html	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:07	78151/78151	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Jul%202018%2014:31:04%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/images/users/5.jpg	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/images/users/5.jpg	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:12	62316/62316	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Jul%202018%2014:31:04%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/images/users/6.jpg	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/images/users/6.jpg	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:12	55544/55544	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Jul%202018%2014:31:04%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/images/users/8.jpg	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/images/users/8.jpg	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:15	80126/80126	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Jul%202018%2014:31:04%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/images/users/7.jpg	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/images/users/7.jpg	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:15	20342/20342	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2014:31:06%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/libs/popper.js/dist/umd/popper.min.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/libs/popper.js/dist/umd/popper.min.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:16	905/905	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/js/app.init.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/js/app.init.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:16	7638/7638	---M--	200	added ('OK')	application/javascript	date:Wed,%2025%20Jul%202018%2023:19:10%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/js/app.min.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/js/app.min.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:17	4360/4360	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/js/app-style-switcher.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/js/app-style-switcher.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:20	50682/50682	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2014:31:04%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/libs/bootstrap/dist/js/bootstrap.min.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/libs/bootstrap/dist/js/bootstrap.min.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:21	86929/86929	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2014:31:06%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/libs/jquery/dist/jquery.min.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/libs/jquery/dist/jquery.min.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:21	4237/4237	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/js/waves.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/js/waves.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:22	2216/2216	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/js/sidebarmenu.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/js/sidebarmenu.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:23	5221/5221	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/js/custom.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/js/custom.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:24	3039/3039	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2014:31:04%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/libs/chartist-plugin-tooltips/dist/chartist-plugin-tooltip.min.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/libs/chartist-plugin-tooltips/dist/chartist-plugin-tooltip.min.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:24	48633/48633	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2014:31:06%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/libs/perfect-scrollbar/dist/perfect-scrollbar.jquery.min.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/libs/perfect-scrollbar/dist/perfect-scrollbar.jquery.min.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:24	43251/43251	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2014:31:04%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/extra-libs/sparkline/sparkline.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/extra-libs/sparkline/sparkline.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:27	40223/40223	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2014:31:04%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/libs/chartist/dist/chartist.min.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/libs/chartist/dist/chartist.min.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:42	108150/108150	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2014:31:04%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/extra-libs/jvector/jquery-jvectormap-2.0.2.min.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/extra-libs/jvector/jquery-jvectormap-2.0.2.min.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:44	104252/104252	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2014:31:04%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/extra-libs/jvector/jquery-jvectormap-world-mill-en.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/extra-libs/jvector/jquery-jvectormap-world-mill-en.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:44	6577/6577	---M--	200	added ('OK')	application/javascript	date:Wed,%2025%20Jul%202018%2023:09:50%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/js/pages/dashboards/dashboard1.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/js/pages/dashboards/dashboard1.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:47	151729/151729	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2014:31:04%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/extra-libs/c3/d3.min.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/extra-libs/c3/d3.min.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:53	54684/54684	---M--	200	added ('OK')	font/woff2	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-brands-400.woff2	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:00:54	186820/186820	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2014:31:04%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/assets/extra-libs/c3/c3.min.js	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/assets/extra-libs/c3/c3.min.js	(from http://wrappixel.com/demos/admin-templates/nice-admin/html/rtl/index.html)
00:00:59	98940/98940	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-brands-400.eot	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:07	98940/98940	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:07	510455/510455	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-brands-400.svg	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:08	63904/63904	---M--	200	added ('OK')	font/woff	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-brands-400.woff	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:10	12224/12224	---M--	200	added ('OK')	font/woff2	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-regular-400.woff2	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:11	14672/14672	---M--	200	added ('OK')	font/woff	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-regular-400.woff	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:12	30788/30788	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-regular-400.eot	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:15	98704/98704	---M--	200	added ('OK')	font/ttf	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-brands-400.ttf	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:15	104302/104302	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-regular-400.svg	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:18	30788/30788	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-regular-400d41d.eot	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:18	30560/30560	---M--	200	added ('OK')	font/ttf	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-regular-400.ttf	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:23	44004/44004	---M--	200	added ('OK')	font/woff2	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-solid-900.woff2	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:27	55484/55484	---M--	200	added ('OK')	font/woff	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-solid-900.woff	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:33	115152/115152	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-solid-900.eot	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:34	421894/421894	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-solid-900.svg	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:38	115152/115152	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-solid-900d41d.eot	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:43	114932/114932	---M--	200	added ('OK')	font/ttf	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/font-awesome/webfonts/fa-solid-900.ttf	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:44	53572/53572	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/simple-line-icons/fonts/Simple-Line-Icons.eot?-i3a2kk	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/simple-line-icons/fonts/Simple-Line-Icons4c82.eot	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:45	53572/53572	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/simple-line-icons/fonts/Simple-Line-Icons.eot?	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/simple-line-icons/fonts/Simple-Line-Iconsd41d.eot	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:48	197702/197702	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/simple-line-icons/fonts/Simple-Line-Icons.svg?-i3a2kk	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/simple-line-icons/fonts/Simple-Line-Icons4c82.svg	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:50	26384/26384	---M--	200	added ('OK')	font/woff2	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/simple-line-icons/fonts/Simple-Line-Icons.woff2?-i3a2kk	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/simple-line-icons/fonts/Simple-Line-Icons4c82.woff2	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:50	53368/53368	---M--	200	added ('OK')	font/ttf	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/simple-line-icons/fonts/Simple-Line-Icons.ttf?-i3a2kk	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/simple-line-icons/fonts/Simple-Line-Icons4c82.ttf	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:53	53444/53444	---M--	200	added ('OK')	font/woff	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/simple-line-icons/fonts/Simple-Line-Icons.woff?-i3a2kk	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/simple-line-icons/fonts/Simple-Line-Icons4c82.woff	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
00:01:57	44720/44720	---M--	200	added ('OK')	font/woff2	date:Mon,%2023%20Jul%202018%2014:31:08%20GMT	http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/weather-icons/fonts/weathericons-regular-webfont.woff2	C:/My%20Web%20Sites/nice-admin/wrappixel.com/demos/admin-templates/nice-admin/dist/css/icons/weather-icons/fonts/weathericons-regular-webfont.woff2	(from http://wrappixel.com/demos/admin-templates/nice-admin/dist/css/style.min.css)
